id	ts	event	users_id	stars_id	wars_id	clans_id	value	events_id	factions_id
335406	2021-01-20 12:12:39	conquered	583790	69		833		146	970
335407	2021-01-20 12:13:31	conquered	382932	33		1072		146	970
335408	2021-01-20 12:23:59	conquered	676035	20		1712		146	973
335409	2021-01-20 12:26:32	conquered	747042	451		1712		146	973
335410	2021-01-20 12:31:19	conquered	676035	452		1712		146	973
335411	2021-01-20 12:48:12	conquered	676035	505		1712		146	973
335412	2021-01-20 13:04:27	conquered	382932	57		1072		146	970
335413	2021-01-20 13:48:06	conquered	524393	451		1072		146	970
335414	2021-01-20 13:52:25	conquered	747042	211		1712		146	973
335415	2021-01-20 13:55:25	conquered	650498	235		1072		146	970
335416	2021-01-20 13:58:11	conquered	524393	211		1072		146	970
335417	2021-01-20 14:04:11	conquered	524393	463		1072		146	970
335418	2021-01-20 14:08:34	conquered	524393	151		1072		146	970
335419	2021-01-20 14:10:11	conquered	361	21		1072		146	970
335420	2021-01-20 14:11:35	conquered	524393	486		1072		146	970
335421	2021-01-20 14:14:42	conquered	737725	93		26		146	972
335422	2021-01-20 14:22:23	conquered	745770	232		1072		146	970
335423	2021-01-20 14:35:36	conquered	26054	41		833		146	970
335424	2021-01-20 14:39:17	conquered	162483	190		41		146	970
335425	2021-01-20 15:25:20	conquered	745770	152		1072		146	970
335426	2021-01-20 16:02:48	conquered	188111	492		41		146	970
335427	2021-01-20 16:10:14	conquered	188111	196		41		146	970
335428	2021-01-20 16:22:30	conquered	188111	201		41		146	970
335429	2021-01-20 18:16:08	conquered	46630	464		1072		146	970
335430	2021-01-20 18:47:39	conquered	46630	505		1072		146	970
335431	2021-01-20 18:52:56	conquered	46630	452		1072		146	970
335432	2021-01-20 18:58:27	conquered	46630	20		1072		146	970
335433	2021-01-20 19:07:13	conquered	46630	212		1072		146	970
335434	2021-01-20 19:15:12	conquered	661223	459		41		146	970
335435	2021-01-20 19:17:19	conquered	46630	32		1072		146	970
335436	2021-01-20 19:53:48	conquered	46630	56		1072		146	970
335437	2021-01-20 19:58:37	conquered	46630	482		1072		146	970
