ts	stats_id	users_id	clans_id	factions_id	stars_id	points	status	events_id	xclans_id	xfactions_id
2020-06-07 14:20:07	34883712	466054	1704	790	506	247	attack	128	1072	791
2020-06-07 14:20:16	34883714	599106	1072	791	288	750	attack	128	76	792
2020-06-07 14:20:33	34883717	722009	1693	791	382	1394	ally	128	41	791
2020-06-07 14:20:44	34883718	704260	1704	790	139	223	defense	128	1704	790
2020-06-07 14:21:35	34883722	598052	1072	791	479	254	attack	128	1704	790
2020-06-07 14:21:54	34883724	617117	76	792	470	675	defense	128	76	792
2020-06-07 14:22:04	34883726	583700	1693	791	479	562	conquer	128	1704	790
2020-06-07 14:22:04	34883727	218668	1102	791	247	1302	conquer	128	1523	790
2020-06-07 14:22:26	34883729	705980	1704	790	349	679	attack	128	1693	791
2020-06-07 14:22:38	34883730	617117	76	792	470	658	defense	128	76	792
2020-06-07 14:22:55	34883731	598052	1072	791	479	322	ally	128	1693	791
2020-06-07 14:23:15	34883733	673785	1523	790	139	1400	ally	128	1704	790
2020-06-07 14:23:29	34883735	598052	1072	791	479	266	ally	128	1693	791
2020-06-07 14:23:49	34883736	617117	76	792	470	928	defense	128	76	792
2020-06-07 14:23:50	34883737	705980	1704	790	349	491	attack	128	1693	791
2020-06-07 14:23:55	34883738	583700	1693	791	479	635	defense	128	1693	791
2020-06-07 14:24:03	34883740	598052	1072	791	479	280	ally	128	1693	791
2020-06-07 14:24:49	34883745	598052	1072	791	479	418	ally	128	1693	791
2020-06-07 14:25:14	34883747	218668	1102	791	247	1594	defense	128	1102	791
2020-06-07 14:25:15	34883748	575972	76	792	287	10000	defense	128	76	792
2020-06-07 14:25:52	34883749	598052	1072	791	479	535	ally	128	1693	791
2020-06-07 14:26:17	34883752	46630	1072	791	124	540	attack	128	1332	792
2020-06-07 14:26:30	34883754	598052	1072	791	479	333	ally	128	1693	791
2020-06-07 14:26:46	34883755	617117	76	792	470	1193	defense	128	76	792
2020-06-07 14:27:03	34883758	598052	1072	791	479	250	ally	128	1693	791
2020-06-07 14:27:17	34883759	673785	1523	790	139	1607	ally	128	1704	790
2020-06-07 14:28:30	34883767	598052	1072	791	479	347	ally	128	1693	791
2020-06-07 14:28:38	34883769	361	1072	791	139	2299	attack	128	1704	790
2020-06-07 14:28:39	34883770	218668	1102	791	247	1602	defense	128	1102	791
2020-06-07 14:29:06	34883773	598052	1072	791	479	289	ally	128	1693	791
2020-06-07 14:29:22	34883775	731311	1170	790	278	1914	conquer	128	41	791
2020-06-07 14:29:50	34883779	104932	76	792	457	1173	attack	128	750	790
2020-06-07 14:29:52	34883780	188111	41	791	498	2504	conquer	128	26	790
2020-06-07 14:30:11	34883782	598052	1072	791	479	1441	ally	128	1693	791
2020-06-07 14:30:12	34883784	48387	1678	790	444	1251	attack	128	1693	791
2020-06-07 14:30:30	34883787	704260	1704	790	139	75	defense	128	1704	790
2020-06-07 14:30:32	34883788	705980	1704	790	349	1925	attack	128	1693	791
2020-06-07 14:30:45	34883791	704260	1704	790	139	106	defense	128	1704	790
2020-06-07 14:31:04	34883794	704260	1704	790	139	149	defense	128	1704	790
2020-06-07 14:31:40	34883799	48387	1678	790	444	555	attack	128	1693	791
2020-06-07 14:31:41	34883801	598052	1072	791	479	3223	ally	128	1693	791
2020-06-07 14:31:57	34883803	104932	76	792	457	1345	attack	128	750	790
2020-06-07 14:32:03	34883804	704260	1704	790	139	493	defense	128	1704	790
2020-06-07 14:32:12	34883806	673785	1523	790	139	1662	ally	128	1704	790
2020-06-07 14:32:42	34883808	598052	1072	791	479	215	ally	128	1693	791
2020-06-07 14:33:01	34883810	704260	1704	790	139	357	defense	128	1704	790
2020-06-07 14:33:18	34883813	731311	1170	790	278	3983	defense	128	1170	790
2020-06-07 14:33:32	34883815	705980	1704	790	349	285	attack	128	1693	791
2020-06-07 14:34:04	34883819	48387	1678	790	444	947	attack	128	1693	791
2020-06-07 14:34:23	34883823	361	1072	791	139	471	attack	128	1704	790
2020-06-07 14:34:39	34883824	704260	1704	790	139	577	defense	128	1704	790
2020-06-07 14:34:44	34883826	104932	76	792	457	1266	attack	128	750	790
2020-06-07 14:35:26	34883829	361	1072	791	139	525	attack	128	1704	790
2020-06-07 14:36:25	34883836	361	1072	791	139	497	attack	128	1704	790
2020-06-07 14:36:49	34883838	104932	76	792	457	1339	conquer	128	750	790
2020-06-07 14:36:50	34883839	524523	750	790	86	2103	ally	128	1523	790
2020-06-07 14:36:55	34883840	705980	1704	790	349	470	attack	128	1693	791
2020-06-07 14:37:14	34883842	673785	1523	790	139	2426	ally	128	1704	790
2020-06-07 14:37:15	34883843	48387	1678	790	444	917	attack	128	1693	791
2020-06-07 14:37:36	34883845	704260	1704	790	139	155	defense	128	1704	790
2020-06-07 14:37:40	34883846	705980	1704	790	349	219	attack	128	1693	791
2020-06-07 14:37:52	34883847	361	1072	791	139	649	attack	128	1704	790
2020-06-07 14:37:53	34883848	704260	1704	790	139	124	defense	128	1704	790
2020-06-07 14:38:04	34883853	704260	1704	790	139	73	defense	128	1704	790
2020-06-07 14:38:32	34883854	704260	1704	790	139	196	defense	128	1704	790
2020-06-07 14:38:40	34883858	704260	1704	790	139	31	defense	128	1704	790
2020-06-07 14:38:53	34883861	104932	76	792	457	1337	defense	128	76	792
2020-06-07 14:39:05	34883863	673785	1523	790	139	885	ally	128	1704	790
2020-06-07 14:39:05	34883864	361	1072	791	139	577	attack	128	1704	790
2020-06-07 14:40:11	34883869	46630	1072	791	139	1159	attack	128	1704	790
2020-06-07 14:40:58	34883872	104932	76	792	457	1323	defense	128	76	792
2020-06-07 14:41:25	34883876	48387	1678	790	444	1182	attack	128	1693	791
2020-06-07 14:41:58	34883881	705980	1704	790	349	482	attack	128	1693	791
2020-06-07 14:42:08	34883882	691443	41	791	171	1616	attack	128	1678	790
2020-06-07 14:42:19	34883883	361	1072	791	139	1802	attack	128	1704	790
2020-06-07 14:43:17	34883888	704260	1704	790	139	358	defense	128	1704	790
2020-06-07 14:43:38	34883890	691443	41	791	171	911	attack	128	1678	790
2020-06-07 14:43:46	34883892	705980	1704	790	349	583	attack	128	1693	791
2020-06-07 14:44:12	34883896	551384	1678	790	79	1139	attack	128	1102	791
2020-06-07 14:44:17	34883897	46630	1072	791	139	1944	attack	128	1704	790
2020-06-07 14:44:37	34883898	361	1072	791	139	1035	attack	128	1704	790
2020-06-07 14:44:41	34883899	673785	1523	790	139	2635	ally	128	1704	790
2020-06-07 14:44:43	34883900	704260	1704	790	139	102	defense	128	1704	790
2020-06-07 14:44:55	34883901	691443	41	791	171	737	attack	128	1678	790
2020-06-07 14:44:55	34883902	104932	76	792	457	1331	defense	128	76	792
2020-06-07 14:45:11	34883903	704260	1704	790	139	92	defense	128	1704	790
2020-06-07 14:45:28	34883907	704260	1704	790	139	82	defense	128	1704	790
2020-06-07 14:45:40	34883910	705980	1704	790	349	585	attack	128	1693	791
2020-06-07 14:46:02	34883912	704260	1704	790	139	294	defense	128	1704	790
2020-06-07 14:46:18	34883915	551384	1678	790	79	1110	attack	128	1102	791
2020-06-07 14:46:24	34883916	704260	1704	790	139	183	defense	128	1704	790
2020-06-07 14:46:30	34883918	524523	750	790	86	1248	ally	128	1523	790
2020-06-07 14:46:44	34883923	704260	1704	790	139	152	defense	128	1704	790
2020-06-07 14:46:55	34883925	46630	1072	791	139	779	attack	128	1704	790
2020-06-07 14:47:00	34883927	104932	76	792	457	1329	defense	128	76	792
2020-06-07 14:47:02	34883928	704260	1704	790	139	132	defense	128	1704	790
2020-06-07 14:47:03	34883929	691443	41	791	171	482	attack	128	1678	790
2020-06-07 14:47:25	34883933	524523	750	790	86	471	ally	128	1523	790
2020-06-07 14:47:50	34883938	705980	1704	790	349	686	attack	128	1693	791
2020-06-07 14:48:09	34883942	691443	41	791	171	468	attack	128	1678	790
2020-06-07 14:48:22	34883944	551384	1678	790	79	1056	attack	128	1102	791
2020-06-07 14:48:43	34883945	673785	1523	790	139	1894	ally	128	1704	790
2020-06-07 14:48:52	34883947	361	1072	791	139	182	attack	128	1704	790
2020-06-07 14:48:56	34883948	691443	41	791	171	379	attack	128	1678	790
2020-06-07 14:49:06	34883949	104932	76	792	457	1326	defense	128	76	792
2020-06-07 14:49:09	34883951	705980	1704	790	349	402	attack	128	1693	791
2020-06-07 14:49:39	34883953	361	1072	791	139	739	attack	128	1704	790
2020-06-07 14:50:00	34883955	691443	41	791	171	600	attack	128	1678	790
2020-06-07 14:50:28	34883958	524523	750	790	86	1020	ally	128	1523	790
2020-06-07 14:50:28	34883959	551384	1678	790	79	1150	conquer	128	1102	791
2020-06-07 14:50:55	34883962	48387	1678	790	444	1936	attack	128	1693	791
2020-06-07 14:51:10	34883964	104932	76	792	457	1323	defense	128	76	792
2020-06-07 14:51:20	34883966	361	1072	791	139	413	attack	128	1704	790
2020-06-07 14:51:21	34883967	524523	750	790	86	406	ally	128	1523	790
2020-06-07 14:52:10	34883974	1806	1693	791	139	10000	conquer	128	1704	790
2020-06-07 14:52:21	34883976	361	1072	791	139	482	ally	128	1693	791
2020-06-07 14:52:25	34883977	711001	1102	791	111	1172	attack	128	1678	790
2020-06-07 14:52:58	34883980	551384	1678	790	79	986	defense	128	1678	790
2020-06-07 14:54:17	34883992	711001	1102	791	111	617	attack	128	1678	790
2020-06-07 14:54:50	34883997	48387	1678	790	444	880	attack	128	1693	791
2020-06-07 14:56:00	34884003	711001	1102	791	111	742	attack	128	1678	790
2020-06-07 14:56:26	34884005	50367	1523	790	446	702	defense	128	1523	790
2020-06-07 14:57:01	34884008	711001	1102	791	111	282	attack	128	1678	790
2020-06-07 14:57:51	34884011	104932	76	792	277	1278	attack	128	1704	790
2020-06-07 14:58:26	34884017	524523	750	790	86	1247	ally	128	1523	790
2020-06-07 14:59:29	34884023	706051	1102	791	79	781	attack	128	1678	790
2020-06-07 14:59:40	34884024	524523	750	790	86	547	ally	128	1523	790
2020-06-07 14:59:56	34884027	104932	76	792	277	1318	attack	128	1704	790
2020-06-07 15:01:46	34884033	524523	750	790	86	1108	ally	128	1523	790
2020-06-07 15:02:01	34884036	104932	76	792	277	1459	attack	128	1704	790
2020-06-07 15:02:35	34884038	673785	1523	790	247	1405	attack	128	1102	791
2020-06-07 15:02:39	34884040	715662	1523	790	444	1402	attack	128	1693	791
2020-06-07 15:02:46	34884041	706051	1102	791	79	1795	conquer	128	1678	790
2020-06-07 15:02:46	34884041	639366	1386	791	194	1787	conquer	128	1704	790
2020-06-07 15:03:20	34884044	711001	1102	791	111	1084	attack	128	1678	790
2020-06-07 15:03:48	34884047	1806	1693	791	139	10000	defense	128	1693	791
2020-06-07 15:04:10	34884048	104932	76	792	277	1480	attack	128	1704	790
2020-06-07 15:05:07	34884051	711001	1102	791	111	800	attack	128	1678	790
2020-06-07 15:06:03	34884053	104932	76	792	277	1190	attack	128	1704	790
2020-06-07 15:06:47	34884056	575972	76	792	91	10000	attack	128	26	790
2020-06-07 15:06:47	34884057	361	1072	791	124	2001	conquer	128	1332	792
2020-06-07 15:07:51	34884061	705980	1704	790	349	3100	attack	128	1693	791
2020-06-07 15:07:53	34884062	711001	1102	791	111	392	attack	128	1678	790
2020-06-07 15:08:08	34884063	104932	76	792	277	1455	attack	128	1704	790
2020-06-07 15:08:12	34884064	706051	1102	791	79	2167	defense	128	1102	791
2020-06-07 15:08:12	34884064	639366	1386	791	194	2238	defense	128	1386	791
2020-06-07 15:08:33	34884065	553122	1072	791	111	489	attack	128	1678	790
2020-06-07 15:09:01	34884066	715662	1523	790	444	1148	attack	128	1693	791
2020-06-07 15:09:38	34884072	711001	1102	791	111	554	attack	128	1678	790
2020-06-07 15:10:13	34884076	104932	76	792	277	1440	conquer	128	1704	790
2020-06-07 15:10:32	34884078	731727	1693	791	338	1477	conquer	128	1332	792
2020-06-07 15:10:49	34884081	673785	1523	790	247	1104	attack	128	1102	791
2020-06-07 15:10:55	34884082	722244	1693	791	281	10000	attack	128	1678	790
2020-06-07 15:11:28	34884083	706051	1102	791	79	1528	defense	128	1102	791
2020-06-07 15:11:41	34884084	666564	1072	791	247	217	ally	128	1102	791
2020-06-07 15:12:14	34884086	104932	76	792	277	1309	defense	128	76	792
2020-06-07 15:12:47	34884088	706051	1102	791	79	638	defense	128	1102	791
2020-06-07 15:13:08	34884090	705980	1704	790	349	1013	attack	128	1693	791
2020-06-07 15:13:52	34884092	706051	1102	791	79	519	defense	128	1102	791
2020-06-07 15:14:29	34884094	670081	1332	792	273	1813	attack	128	1693	791
2020-06-07 15:15:24	34884097	722244	1693	791	281	10000	conquer	128	1678	790
2020-06-07 15:15:26	34884098	706051	1102	791	79	844	defense	128	1102	791
2020-06-07 15:15:47	34884099	715662	1523	790	444	1375	attack	128	1693	791
2020-06-07 15:16:50	34884102	650498	1072	791	111	1202	attack	128	1678	790
2020-06-07 15:17:07	34884103	706051	1102	791	79	804	defense	128	1102	791
2020-06-07 15:17:31	34884104	701159	1693	791	470	193	attack	128	76	792
2020-06-07 15:17:34	34884105	650498	1072	791	111	653	attack	128	1678	790
2020-06-07 15:17:34	34884106	673785	1523	790	247	1402	conquer	128	1102	791
2020-06-07 15:18:07	34884109	153	26	790	498	350	attack	128	41	791
2020-06-07 15:18:10	34884110	104932	76	792	277	1245	defense	128	76	792
2020-06-07 15:18:17	34884112	705980	1704	790	349	2133	attack	128	1693	791
2020-06-07 15:18:21	34884113	466054	1704	790	349	1967	conquer	128	1693	791
2020-06-07 15:19:24	34884116	639366	1386	791	395	1350	attack	128	1523	790
2020-06-07 15:19:24	34884116	706051	1102	791	79	1270	defense	128	1102	791
2020-06-07 15:20:07	34884122	104932	76	792	277	1359	defense	128	76	792
2020-06-07 15:20:30	34884125	715662	1523	790	444	1635	attack	128	1693	791
2020-06-07 15:20:35	34884126	639366	1386	791	395	507	attack	128	1523	790
2020-06-07 15:20:35	34884126	706051	1102	791	79	507	defense	128	1102	791
2020-06-07 15:20:47	34884127	553122	1072	791	111	10000	conquer	128	1678	790
2020-06-07 15:21:27	34884131	706051	1102	791	79	351	defense	128	1102	791
2020-06-07 15:21:27	34884131	639366	1386	791	395	351	attack	128	1523	790
2020-06-07 15:22:11	34884134	104932	76	792	277	1438	defense	128	76	792
2020-06-07 15:23:03	34884137	574262	1611	792	273	8510	conquer	128	1693	791
2020-06-07 15:23:23	34884139	709482	1693	791	80	322	ally	128	1072	791
2020-06-07 15:23:39	34884142	673785	1523	790	247	1727	defense	128	1523	790
2020-06-07 15:23:46	34884143	706051	1102	791	79	1218	defense	128	1102	791
2020-06-07 15:23:46	34884143	639366	1386	791	395	1215	attack	128	1523	790
2020-06-07 15:24:01	34884145	705980	1704	790	194	1931	attack	128	1386	791
2020-06-07 15:24:43	34884152	709482	1693	791	80	360	ally	128	1072	791
2020-06-07 15:24:49	34884153	188111	41	791	278	2354	attack	128	1170	790
2020-06-07 15:25:16	34884155	670081	1332	792	273	1959	ally	128	1611	792
2020-06-07 15:25:46	34884158	709482	1693	791	80	264	ally	128	1072	791
2020-06-07 15:26:16	34884163	670081	1332	792	273	2556	ally	128	1611	792
2020-06-07 15:26:44	34884165	575972	76	792	91	10000	attack	128	26	790
2020-06-07 15:26:45	34884167	709482	1693	791	80	169	ally	128	1072	791
2020-06-07 15:27:24	34884170	330606	517	792	414	728	ally	128	76	792
2020-06-07 15:27:52	34884174	330606	517	792	414	266	ally	128	76	792
2020-06-07 15:27:58	34884176	639366	1386	791	395	1714	attack	128	1523	790
2020-06-07 15:27:58	34884176	706051	1102	791	79	1692	defense	128	1102	791
2020-06-07 15:28:01	34884177	466054	1704	790	479	2066	attack	128	1693	791
2020-06-07 15:28:10	34884178	709482	1693	791	80	175	ally	128	1072	791
2020-06-07 15:28:44	34884179	330606	517	792	414	970	ally	128	76	792
2020-06-07 15:29:13	34884181	731727	1693	791	21	972	attack	128	76	792
2020-06-07 15:29:15	34884183	705980	1704	790	194	2013	conquer	128	1386	791
2020-06-07 15:29:23	34884184	104932	76	792	11	1239	attack	128	1704	790
2020-06-07 15:31:04	34884193	673785	1523	790	247	1092	defense	128	1523	790
2020-06-07 15:31:17	34884195	709482	1693	791	80	300	ally	128	1072	791
2020-06-07 15:31:20	34884196	731727	1693	791	21	921	attack	128	76	792
2020-06-07 15:31:29	34884197	722244	1693	791	349	10000	conquer	128	1704	790
2020-06-07 15:31:40	34884198	104932	76	792	11	1327	attack	128	1704	790
2020-06-07 15:31:53	34884199	466054	1704	790	479	1650	attack	128	1693	791
2020-06-07 15:32:20	34884202	709482	1693	791	80	159	ally	128	1072	791
2020-06-07 15:32:39	34884203	574262	1611	792	418	1772	attack	128	1072	791
2020-06-07 15:33:05	34884207	736245	1678	790	498	785	attack	128	41	791
2020-06-07 15:33:19	34884209	466054	1704	790	479	1651	attack	128	1693	791
2020-06-07 15:33:21	34884210	709482	1693	791	80	342	ally	128	1072	791
2020-06-07 15:33:32	34884212	574262	1611	792	418	1669	attack	128	1072	791
2020-06-07 15:33:38	34884213	104932	76	792	11	1306	attack	128	1704	790
2020-06-07 15:34:02	34884214	639366	1386	791	194	3145	conquer	128	1704	790
2020-06-07 15:34:02	34884214	706051	1102	791	79	3125	defense	128	1102	791
2020-06-07 15:34:02	34884214	704260	1704	790	139	3919	attack	128	1693	791
2020-06-07 15:34:23	34884218	188111	41	791	278	2072	conquer	128	1170	790
2020-06-07 15:34:23	34884219	736245	1678	790	498	584	attack	128	41	791
2020-06-07 15:34:26	34884220	709482	1693	791	80	362	ally	128	1072	791
2020-06-07 15:34:50	34884222	574262	1611	792	418	275	attack	128	1072	791
2020-06-07 15:34:55	34884223	722030	750	790	323	10000	attack	128	76	792
2020-06-07 15:35:07	34884225	673785	1523	790	247	1220	defense	128	1523	790
2020-06-07 15:35:37	34884230	736245	1678	790	498	653	conquer	128	41	791
2020-06-07 15:35:40	34884231	639366	1386	791	194	873	defense	128	1386	791
2020-06-07 15:35:40	34884231	706051	1102	791	79	703	defense	128	1102	791
2020-06-07 15:35:40	34884231	704260	1704	790	139	921	attack	128	1693	791
2020-06-07 15:36:33	34884238	104932	76	792	11	1215	attack	128	1704	790
2020-06-07 15:36:49	34884239	639366	1386	791	194	553	defense	128	1386	791
2020-06-07 15:36:49	34884239	706051	1102	791	79	552	defense	128	1102	791
2020-06-07 15:36:49	34884239	704260	1704	790	139	652	attack	128	1693	791
2020-06-07 15:37:50	34884245	715662	1523	790	111	1382	attack	128	1072	791
2020-06-07 15:38:10	34884246	705980	1704	790	479	1738	attack	128	1693	791
2020-06-07 15:38:41	34884250	104932	76	792	11	1345	attack	128	1704	790
2020-06-07 15:38:42	34884251	639366	1386	791	194	1083	defense	128	1386	791
2020-06-07 15:38:42	34884251	706051	1102	791	79	1080	defense	128	1102	791
2020-06-07 15:38:42	34884251	704260	1704	790	139	1138	attack	128	1693	791
2020-06-07 15:39:00	34884252	583700	1693	791	328	2322	attack	128	1678	790
2020-06-07 15:39:21	34884254	48387	1678	790	111	427	attack	128	1072	791
2020-06-07 15:40:38	34884258	104932	76	792	11	1265	attack	128	1704	790
2020-06-07 15:40:46	34884259	188111	41	791	278	2205	defense	128	41	791
2020-06-07 15:41:12	34884263	46630	1072	791	247	1817	attack	128	1523	790
2020-06-07 15:41:14	34884264	673785	1523	790	247	1194	defense	128	1523	790
2020-06-07 15:41:14	34884265	48387	1678	790	111	973	attack	128	1072	791
2020-06-07 15:41:21	34884266	639366	1386	791	194	1103	defense	128	1386	791
2020-06-07 15:41:21	34884266	704260	1704	790	139	1247	attack	128	1693	791
2020-06-07 15:41:21	34884266	706051	1102	791	79	1339	defense	128	1102	791
2020-06-07 15:42:09	34884267	731727	1693	791	21	904	attack	128	76	792
2020-06-07 15:43:43	34884274	104932	76	792	11	1153	attack	128	1704	790
2020-06-07 15:44:15	34884277	731727	1693	791	21	903	attack	128	76	792
2020-06-07 15:44:22	34884278	670081	1332	792	418	2662	attack	128	1072	791
2020-06-07 15:44:50	34884280	48387	1678	790	111	1017	attack	128	1072	791
2020-06-07 15:45:37	34884282	670081	1332	792	418	938	attack	128	1072	791
2020-06-07 15:45:44	34884283	503570	1693	791	506	251	ally	128	1072	791
2020-06-07 15:45:45	34884285	104932	76	792	11	1341	attack	128	1704	790
2020-06-07 15:45:46	34884286	705980	1704	790	479	1960	conquer	128	1693	791
2020-06-07 15:46:19	34884289	503570	1693	791	506	243	ally	128	1072	791
2020-06-07 15:46:19	34884290	670081	1332	792	418	777	attack	128	1072	791
2020-06-07 15:46:22	34884291	731727	1693	791	21	915	attack	128	76	792
2020-06-07 15:47:16	34884293	503570	1693	791	506	385	ally	128	1072	791
2020-06-07 15:47:49	34884295	104932	76	792	11	1348	attack	128	1704	790
2020-06-07 15:47:53	34884296	324167	1523	790	151	8752	ally	128	26	790
2020-06-07 15:48:03	34884298	670081	1332	792	418	3167	attack	128	1072	791
2020-06-07 15:48:18	34884300	48387	1678	790	111	1052	conquer	128	1072	791
2020-06-07 15:48:21	34884301	503570	1693	791	506	462	ally	128	1072	791
2020-06-07 15:48:25	34884302	188111	41	791	498	2156	conquer	128	1678	790
2020-06-07 15:48:38	34884304	715662	1523	790	111	957	ally	128	1678	790
2020-06-07 15:49:09	34884306	632475	26	790	277	2606	attack	128	76	792
2020-06-07 15:49:47	34884310	706051	1102	791	79	2781	defense	128	1102	791
2020-06-07 15:49:47	34884310	46630	1072	791	247	3121	attack	128	1523	790
2020-06-07 15:50:09	34884311	104932	76	792	11	1253	conquer	128	1704	790
2020-06-07 15:50:28	34884312	731727	1693	791	21	815	attack	128	76	792
2020-06-07 15:50:58	34884314	632475	26	790	277	2220	attack	128	76	792
2020-06-07 15:51:13	34884316	705980	1704	790	479	1918	defense	128	1704	790
2020-06-07 15:51:18	34884317	673785	1523	790	247	1483	defense	128	1523	790
2020-06-07 15:51:20	34884318	48387	1678	790	111	1324	defense	128	1678	790
2020-06-07 15:52:12	34884322	104932	76	792	11	1326	defense	128	76	792
2020-06-07 15:52:31	34884323	511002	26	790	382	569	attack	128	41	791
2020-06-07 15:52:34	34884324	731727	1693	791	21	901	attack	128	76	792
2020-06-07 15:53:05	34884327	632475	26	790	277	1669	conquer	128	76	792
2020-06-07 15:54:31	34884333	104932	76	792	11	1161	defense	128	76	792
2020-06-07 15:54:32	34884334	188111	41	791	498	1931	defense	128	41	791
2020-06-07 15:54:39	34884336	731727	1693	791	21	903	attack	128	76	792
2020-06-07 15:54:42	34884337	511002	26	790	382	548	attack	128	41	791
2020-06-07 15:54:51	34884338	670081	1332	792	418	6008	conquer	128	1072	791
2020-06-07 15:55:32	34884341	632475	26	790	11	962	attack	128	76	792
2020-06-07 15:55:36	34884342	511002	26	790	382	471	attack	128	41	791
2020-06-07 15:55:50	34884345	715662	1523	790	111	1602	ally	128	1678	790
2020-06-07 15:56:09	34884346	673785	1523	790	247	1083	defense	128	1523	790
2020-06-07 15:56:44	34884348	731727	1693	791	21	901	attack	128	76	792
2020-06-07 15:57:02	34884350	639366	1386	791	395	3072	attack	128	1523	790
2020-06-07 15:57:02	34884350	46630	1072	791	247	3051	conquer	128	1523	790
2020-06-07 15:57:17	34884351	632475	26	790	11	3569	conquer	128	76	792
2020-06-07 15:57:20	34884352	705980	1704	790	281	1356	attack	128	1693	791
2020-06-07 15:57:43	34884353	511002	26	790	382	557	attack	128	41	791
2020-06-07 15:58:18	34884354	705980	1704	790	281	1201	attack	128	1693	791
2020-06-07 15:58:48	34884356	731727	1693	791	21	887	conquer	128	76	792
2020-06-07 15:58:50	34884357	511002	26	790	382	546	attack	128	41	791
2020-06-07 15:58:59	34884359	48387	1678	790	444	1557	attack	128	1693	791
2020-06-07 15:59:30	34884363	632475	26	790	277	922	defense	128	26	790
2020-06-07 16:00:59	34884366	632475	26	790	277	2185	defense	128	26	790
2020-06-07 16:01:26	34884369	731727	1693	791	133	1030	attack	128	1332	792
2020-06-07 16:02:12	34884370	48387	1678	790	444	1580	conquer	128	1693	791
2020-06-07 16:02:28	34884372	715662	1523	790	111	1354	ally	128	1678	790
2020-06-07 16:02:30	34884373	632475	26	790	277	2816	defense	128	26	790
2020-06-07 16:02:37	34884375	639366	1386	791	395	758	attack	128	1523	790
2020-06-07 16:02:52	34884376	553122	1072	791	171	10000	attack	128	1678	790
2020-06-07 16:03:33	34884378	731727	1693	791	133	1006	conquer	128	1332	792
2020-06-07 16:03:39	34884379	673785	1523	790	247	1635	conquer	128	1072	791
2020-06-07 16:03:41	34884380	330606	517	792	414	10000	ally	128	76	792
2020-06-07 16:03:42	34884381	689013	1678	790	247	1798	ally	128	1523	790
2020-06-07 16:03:42	34884381	104932	76	792	277	2168	attack	128	26	790
2020-06-07 16:04:56	34884387	639366	1386	791	395	1175	attack	128	1523	790
2020-06-07 16:04:56	34884387	706051	1102	791	171	1186	attack	128	1678	790
2020-06-07 16:05:01	34884388	689013	1678	790	247	2359	ally	128	1523	790
2020-06-07 16:06:01	34884393	731727	1693	791	65	927	conquer	128	1332	792
2020-06-07 16:06:27	34884394	575972	76	792	91	6794	conquer	128	26	790
2020-06-07 16:06:40	34884396	632475	26	790	277	2715	defense	128	26	790
2020-06-07 16:08:38	34884400	715662	1523	790	444	1702	ally	128	1678	790
2020-06-07 16:08:53	34884401	689013	1678	790	247	3703	ally	128	1523	790
2020-06-07 16:08:53	34884401	104932	76	792	277	4473	attack	128	26	790
2020-06-07 16:10:01	34884408	673785	1523	790	247	1536	defense	128	1523	790
2020-06-07 16:10:08	34884409	632475	26	790	287	1867	attack	128	76	792
2020-06-07 16:10:08	34884409	48387	1678	790	444	1861	defense	128	1678	790
2020-06-07 16:10:09	34884410	639366	1386	791	395	2954	conquer	128	1523	790
2020-06-07 16:10:09	34884410	706051	1102	791	171	2365	attack	128	1678	790
2020-06-07 16:10:48	34884412	731727	1693	791	237	1230	attack	128	1332	792
2020-06-07 16:10:48	34884411	731727	1693	791	237	1230	attack	128	1332	792
2020-06-07 16:10:50	34884413	511002	26	790	498	549	attack	128	41	791
2020-06-07 16:10:55	34884414	632475	26	790	287	1053	attack	128	76	792
2020-06-07 16:10:55	34884414	48387	1678	790	444	1051	defense	128	1678	790
2020-06-07 16:11:55	34884417	511002	26	790	498	596	attack	128	41	791
2020-06-07 16:12:12	34884418	104932	76	792	277	2297	attack	128	26	790
2020-06-07 16:12:12	34884418	632475	26	790	287	1885	attack	128	76	792
2020-06-07 16:13:01	34884419	511002	26	790	498	593	attack	128	41	791
2020-06-07 16:13:35	34884422	48387	1678	790	444	1830	defense	128	1678	790
2020-06-07 16:13:53	34884424	731727	1693	791	237	1391	attack	128	1332	792
2020-06-07 16:14:07	34884425	511002	26	790	498	453	attack	128	41	791
2020-06-07 16:14:10	34884427	499170	41	791	146	4359	ally	128	1072	791
2020-06-07 16:14:20	34884428	715662	1523	790	444	1477	ally	128	1678	790
2020-06-07 16:14:20	34884429	673785	1523	790	247	1378	defense	128	1523	790
2020-06-07 16:14:29	34884430	330606	517	792	414	10000	ally	128	76	792
2020-06-07 16:14:53	34884432	48387	1678	790	444	1756	defense	128	1678	790
2020-06-07 16:15:11	34884433	639366	1386	791	395	1098	defense	128	1386	791
2020-06-07 16:15:11	34884433	46630	1072	791	444	1086	attack	128	1678	790
2020-06-07 16:15:11	34884434	511002	26	790	498	576	attack	128	41	791
2020-06-07 16:15:55	34884439	632475	26	790	287	1391	attack	128	76	792
2020-06-07 16:15:55	34884439	48387	1678	790	444	1387	defense	128	1678	790
2020-06-07 16:17:14	34884444	632475	26	790	287	1777	attack	128	76	792
2020-06-07 16:18:07	34884448	574262	1611	792	425	308	attack	128	1072	791
2020-06-07 16:18:07	34884449	499170	41	791	146	4987	ally	128	1072	791
2020-06-07 16:18:08	34884450	511002	26	790	498	2885	conquer	128	41	791
